NAME,TITLE,STUDYTYPE,STUDYSOP,STUDYSUBTYPE,PASS,PMS,HARMONIZEDCATEGORY,INDICATION,HARMONIZEDPRIMARYDRUG,DRUGPRIORITY,STATUS,STATUSDETAIL,COUNTRIESOFSTUDY,UNITEDSTATES,INTERNATIONALPRIORITY,ANCHORMARKET,EXECUTIONGROUP,SPONSORINGDIVISION
0881A100506,QUALITY OF LIFE AND ECONOMIC STUDY OF RHEUMATOID ARTHRITIS IN SPAIN.,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,,Etanercept,,Canceled,No additional details,,No,No,No,,WYETH
61454719,Assessing phosphorylation profiles in patients with Psoriatic Arthritis receiving a JAK Inhibitor – a Pilot study,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Psoriatic Arthritis,Tofacitinib,Priority Asset,Rejected,No additional details,"Austria,",No,No,No,,CMAO
C3671019,SPECIAL INVESTIGATION FOR ABRYSVO INTRAMUSCULAR INJECTION -INVESTIGATION IN INDIVIDUALS AGED 60 YEARS OR OLDER-,NON INTERVENTIONAL,CT24,,No,Yes,Vaccines,Respiratory syncytial virus infection,,No Drug,Approved,No additional details,"Japan,",No,Yes,No,,PBG
A5481178,Treatment Patterns And Clinical Outcomes Among Patients Receiving CDK4/6 inhibitors Combinations For HR+/HER2- Advanced/Metastatic Breast Cancer In A Canadian Real World Setting,NON INTERVENTIONAL,CT24,,No,No,Oncology,Breast cancer metastatic,Palbociclib,Priority Asset,Completed,No additional details,"Canada,",No,No,Yes,,PBG
53232891,WI211462-2 Development of a personalised therapy approach for patients with ERBB gene-mutated breast tumours,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Gedatolisib,,Closed,No additional details,"United Kingdom,",No,No,Yes,,POD
74283003,Manogepix susceptibility testing against resistant Candida isolates ,Research Collaboration,RC01,,No,No,Vaccines,Fungal,,No Drug,Closed,No additional details,"United States,",Yes,No,No,,CMAO
87002513,Time to stop the cycle of pain: Targeting circadian mechanisms and chronotherapy for migraine,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Migraine,Rimegepant,Priority Asset,Rejected,No additional details,"United Kingdom,",No,No,Yes,,CMAO
92577791,Frequency of Respiratory Syncytal Virus in Colombia and its economic impact on the health system,General Research,GNT01,General Research,No,No,Vaccines,RSV - Older Adults,,No Drug,Rejected,No additional details,"Colombia,",No,No,No,,CMAO
B7451100,,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,,Abrocitinib,Priority Asset,Not Pursued,No additional details,,No,No,No,,PBG
C4601011,Assessment of Individual Risk Behaviors for Lyme Disease by Residential Setting: A Survey of Adults in Lyme Disease-Endemic US States Identified from Health Insurance Claims Data,NON INTERVENTIONAL,CT24,,No,No,Vaccines,Lyme disease,VLA15,Tier 2 Research Priority,Completed,No additional details,"United States,",Yes,No,No,,PBG
53232911,WI211541-10 Genetic Mediators of Palbociclib resistance in ESR1 mutant breast cancers,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Closed,No additional details,"United States,",Yes,No,No,,POD
78196939,"Quantitative Relationship between GDF-15 Concentration, Body Weight Changes, Chemotherapy and Quality of Life. A longitudinal Study of 2005 cancer patients at the Uganda Cancer Institute.",General Research,GNT01,General Research,No,No,Internal Medicine,Cachexia,,No Drug,Rejected,No additional details,"Uganda,",No,No,No,,CMAO
60248905,WI216337 Investigation of palbociclib in brain metastases and glioblastoma,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Other / Unknown,,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
91157543,Real World Evidence,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Atopic Dermatitis,,No Drug,Rejected,No additional details,"Germany,",No,Yes,No,,CMAO
53597937,Selective targeting of CXCR3+ B cells and plasma cells by Tofacitinib in Arthritis ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Closed,No additional details,"Germany,",No,Yes,No,,CMAO
B2811018,,NON INTERVENTIONAL,CT24,,,,Internal Medicine,,Estrogens Conjugated,,Canceled,No additional details,,No,No,No,,BU DEVELOPMENT
B7981100,Characterising baseline disease and treatment patterns in alopecia areata (AA): protocol for an European Health Data and Evidence Network (EHDEN) cohort characterisation study,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Alopecia areata,Ritlecitinib,Launch Priority,Canceled,No additional details,"Estonia, Finland, Netherlands, Serbia, Spain, Turkey, United Kingdom,",No,No,Yes,RWE,PBG
63197241,A phase II study to PERsonalize MAINtenance therapy in advanced urothelial tumors: The PERMAIN trial,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Avelumab,,Canceled,No additional details,"Spain,",No,No,Yes,,POD
53233459,WI225764 A pilot study of Talazoparib as a neoadjuvant study in patients with diagnosis of invasive breast cancer and a deleterious BRCA mutation,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Talazoparib,Launch Priority,Closed,No additional details,"United States,",Yes,No,No,,POD
B7471015,A Phase 4 Study Using a Test-Negative Design to Evaluate the Effectiveness of a 20-valent pneumococcal conjugate vaccine against vaccine-type radiologically-confirmed community-acquired pneumonia in adults >/= 65 years of age,INTERVENTIONAL,CT45,Low Interventional Study 2,No,No,Vaccines,Pneumonia pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Ongoing,No additional details,"Israel, United States,Israel, Spain, United States,Israel, Spain, United States,",Yes,No,Yes,RWE,IMB
66350383,Observational Cohort Study to Trace SARS-Cov-2 Infections among Staff and Inpatients of Ministry Of Welfare Institutions Vaccinated With BNT162b2 Vaccine,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,,Vaccine Preventable Diseases – COVID-19,Other / Unknown,,Canceled,Contract Sent to Org for Review,"Israel,",No,No,No,,CMAO
69995147,Burden of Pneumococcal Disease in Latin America: A Systematic Review and meta-analysis,General Research,GNT01,General Research,No,No,Vaccines,Pneumococcal,,No Drug,Rejected,No additional details,"Argentina,",No,No,No,,CMAO
61600737,Clinical and Molecular Effects of Abrocitinib in Subjects with Atopic Dermatitis with an unsatisfactory response or facial erythema after treatment with Dupilumab,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Atopic Dermatitis,,No Drug,Ongoing,Contract Exeecuted,"Canada,",No,No,Yes,,CMAO
B1831010,MANEJO TERAPÉUTICO A DEMANDA EN PACIENTES DIAGNOSTICADOS DE HEMOFILIA GRAVE EN ESPAÑA THERAPEUTIC MANAGEMENT ON DEMAND OF HEMOPHILIA PATIENTS IN SPAIN. NON DRUG STUDY,NON INTERVENTIONAL,CT24,,,,,Haemophilia,,No Drug,Completed,No additional details,"Spain,",No,No,Yes,,BU MEDICAL
72134005,Epidemiological changes of tick-borne encephalitis (TBE) in Austria,General Research,GNT01,General Research,No,No,Vaccines,Tick-Borne Encephalitis,,No Drug,Canceled,No additional details,"Austria,",No,No,No,,CMAO
B1801390,TREATMENT PATTERNS AND DRUG COSTS WITH TNF INHIBITORS IN SWEDEN – A RETROSPECTIVE ANALYSIS OF DATA FROM NATIONAL REGISTRIES,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,Ankylosing spondylitis| Psoriasis| Psoriatic arthropathy| Rheumatoid arthritis,Etanercept,,Completed,No additional details,"Sweden,",No,No,No,,BU MEDICAL
67576147,Prevalence and outcome of Transthyretin Amyloid Cardiomyopathy associated to severe Aortic stenosis  ,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Portugal,",No,No,No,,CMAO
931921004,A STUDY EVALUATING THE EFFECT OF GROWTH HORMONE IN GIRLS WITH TURNER'S SYNDROME,NON INTERVENTIONAL,CT24,,,,,Turner's syndrome,,No Drug,Terminated,Terminated,"Taiwan,Taiwan",No,No,No,,PGRD
X9001004,"PATIENT CHARACTERIZATION, HEALTHCARE RESOURCE USE AND COSTS ASSOCIATED WITH LOW BACK PAIN BY SEVERITY",NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"United States,",Yes,No,No,,BU DEVELOPMENT
53233179,WI217958 Profiling the incidence of ROS1 alteration discovered in human Non Small Cell Lung Cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Lung,Crizotinib,,Closed,No additional details,"India,",No,No,Yes,,POD
C4591032,,NON INTERVENTIONAL,CT24,,No,Yes,COVID,,BNT162b2,Priority Asset,Canceled,No additional details,"Japan,",No,Yes,No,,PBG
AZMA95803AB,"DRUG MONITORING PROGRAM ZITHROMAX (AZM-A-95-803AB) 350 PHYSICIANS WITH 4 PATIENTS EACH=1,400 PATIENTS.",NON INTERVENTIONAL,CT24,,,,,Ear infection| Pharyngitis| Respiratory tract infection| Rhinitis,,No Drug,Completed,No additional details,"Austria,Unknown",No,No,No,,PGP
78232841,SELECTIVE BLADDER-SPARING TRIAL BASED ON CLINICAL RESPONSE TO NEOADJUVANT TREATMENT IN MOLECULARLY CATEGORIZED MUSCLE INVASIVE BLADDER CANCER PATIENTS,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Sasanlimab,Launch Priority,Rejected,No additional details,"Spain,",No,No,Yes,,POD
60409783,BREAST CANCER AWARENESS SCREENING AND TREATMENT (BREAST) STUDY; KENYA,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Kenya,",No,No,No,,POD
B1531010,PROSPECTIVE OBSERVATIONAL STUDY OF THE EPIDEMIOLOGY OF DUPUYTREN’S DISEASE IN BELGIUM: FOCUS ON SURGICAL AND PHARMACOLOGICAL TREATMENT,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"Belgium,",No,No,No,,BU MEDICAL
62062575,Multicenter Protocol for the Detection of Carbapenemases by the Molecular GenXpert Method in Guatemala  ,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Guatemala,",No,No,No,,CMAO
57881523,"A phase II study of azacitidine, venetoclax and binimetinib for patients with acute myeloid leukemia harboring Ras pathway-activating mutations ",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Binimetinib,Priority Asset,Rejected,No additional details,"United States,",Yes,No,No,,POD
63625671,Pharmacokinetic and pharmacodynamic analyses of isavuconazole,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Fungal,Isavuconazole,,Ongoing,Contract Exeecuted,"Switzerland,",No,No,No,,CMAO
53234221,"WI240853 An open-label, multiple center, umbrella-designed phase II study to evaluate the efficacy of target therapy and IO for advanced NSCLC Chinese patients _ MET exon 14 cohort",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Lung,Crizotinib,,Ongoing,Contract Exeecuted,"China,",No,Yes,No,,POD
B1931041,Retrospective Study on Clinical and Economic Outcomes in Patients with De Novo and Recurrent/Relapsed Acute Lymphoblastic Leukemia (ALL),NON INTERVENTIONAL,CT24,,No,No,Oncology,Acute lymphocytic leukaemia,Inotuzumab ozogamicin,,Completed,No additional details,"United States,",Yes,No,No,,PBG
A4091090,OSTEOARTHRITIS AND PAIN STUDY 2013-2018 MHS,NON INTERVENTIONAL,CT24,,No,No,Oncology,Osteoarthritis,Tanezumab,,Completed,No additional details,"Israel,",No,No,No,,PBG
67542353,Development of new diagnostic machine-learning tool for early diagnosis of TTR amyloidosis in non-endemic areas,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
A5481109,PROSPECTIVE OBSERVATIONAL STUDY OF MOBILE APP-BASED PATIENT-REPORTED OUTCOMES IN ADVANCED BREAST CANCER IN ASIA,NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,Oncology,Breast cancer| Breast cancer metastatic,Palbociclib,Priority Asset,Completed,No additional details,"Hong Kong, Malaysia, Singapore, Taiwan,Hong Kong, India, Malaysia, Taiwan",No,No,Yes,,PBG
53233249,WI218905 GRAND 2016_ Medical group support through Social media for Smoking cessation in diabetic patients,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Diabetes,Varenicline,,Closed,No additional details,"Greece,",No,No,No,,CMAO
69983785,A Phase I/IIB study of Dacomitinib plus Anlotinib as first-line treatment for non-small-cell lung cancer patients  with EGFR exon 21L858R mutation,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Lung,Dacomitinib,,Ongoing,Contract Exeecuted,"China,",No,Yes,No,,POD
53234461,WI244357 Anticoagulation patterns in non-Valvular Atrial Fibrillation in patients with chagasic cardiomyopathy from an endemic region of Colombia. Clot-chagas study.,General Research,GNT01,General Research,No,No,Internal Medicine,General/Non-Specific/Other,,No Drug,Closed,No additional details,"Colombia,",No,No,No,,CMAO
X9001178,"AN OBSERVATIONAL STUDY USING MULTIMODAL WEARABLE SENSORS AND ENVIRONMENTAL MONITORS IN VOLUNTEERS TO CHARACTERIZE ACTIVITIES PERTAINING TO HEALTH, WELLBEING, AND DAILY LIVING",NON INTERVENTIONAL,CT24,,No,No,,Ill-defined disorder,,No Drug,Completed,No additional details,"United States,",Yes,No,No,,BTX RESEARCH
53232557,WI204506 Molecular Mechanisms of resistance in Mantle Cell - M3,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Genitourinary,Temsirolimus,,Closed,No additional details,"Germany,",No,Yes,No,,POD
53232855,"WI210984 AVAIL-T_ Phase 2a trial of Avelumab, an anti-PD-L1 antibody, in relapsed and refractory peripheral T-cell lymphoma (PTCL)",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Immuno-Oncology,Avelumab,,Closed,No additional details,"United Kingdom,",No,No,Yes,,POD
A3921276,"PREVALENCE, PREDICTORS, AND BURDEN OF ATOPIC DERMATITIS TO ESTIMATE THE SELF-REPORTED PREVALENCE AND DIAGNOSIS AND BURDEN OF ATOPIC DERMATITIS, SEVERITY AND TREATMENT. CENTER REGISTRATION NOT REQUIRED PER CT24.",NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,Dermatitis atopic,Tofacitinib,Priority Asset,Completed,No additional details,"United States,",Yes,No,No,,BU MEDICAL
56093293,Promoting Access and Care Through Centres of Excellence (PACE),General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Closed,No additional details,"Canada,",No,No,Yes,,CMAO
66997615,The risk of COVID-19 infection in patients with alopecia areata versus patients without alopecia areata ,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Alopecia Areata,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
C3671048,,NON INTERVENTIONAL,CT24,,No,No,Vaccines,,,No Drug,Planned,No additional details,"United States,",Yes,No,No,RWE,PBG
90882855, Effect of Nirmatrelvir/ritonavir to prevent post acute sequelae of COVID-19 in Veterans ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,COVID,COVID-19 (Antiviral),"Nirmatrelvir, Ritonavir",Priority Asset,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
93197275,"Non-interventional, multicentric, prospective, observational study to describe the effectiveness of tucatinib in combination with capecitabine and trastuzumab in the treatment of metastatic HER-2 positive breast cancer patients in real world setting",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,,No Drug,Ongoing,Contract Exeecuted,"Italy,",No,No,Yes,,POD
C4671021,Clinical epidemiology of hospitalized patients with Coronavirus disease 2019 (COVID-19) in Japan: An observational study using COVIREGI-JP,NON INTERVENTIONAL,CT24,,No,No,COVID,Ill-defined disorder,"Nirmatrelvir, Ritonavir",Priority Asset,Completed,No additional details,"Japan,",No,Yes,No,,PBG
0906430017,"AN OPEN LABEL, 16-WEEK, NON-COMPARATIVE STUDY OF ACCUPRO (QUINAPRIL) IN PATIENTS WITH MILD TO MODERATE HYPERTENSION WHO HAVE FAILED TO EITHER TOLERATE OR RESPOND ADEQUATLEY TO PREVIOUS ANTI-HYPERTENSIVE MEDICATION. (CT AC 024)",NON INTERVENTIONAL,CT24,,,,,Hypertension,,No Drug,Completed,No additional details,"United Kingdom,",No,No,Yes,,WARNER LAMBERT
70569267,Current and Prior Viral Zoonotic Infections among Adults admitted with Acute Febrile Illness in Northern and Central Uganda,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Closed,No additional details,"Uganda,",No,No,No,,CMAO
B3211005,AN OBSERVATIONAL STUDY OF METHOTREXATE (MTX) USE IN RA PATIENTS TO ASSESS TREATMENT ADHERENCE AND CHARACTERIZE GENERAL ADHERENCE PATTERNS USING ELECTRONIC MEDICATION MONITORING AND PATIENTS DIARIES,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Rheumatoid arthritis,Methotrexate,,Completed,No additional details,"United States,",Yes,No,No,,GIPM
